E_eV,a_0_A=1.87069,a_1_A=2.27727
41941.263479239446,-2.064272327593581e-05,-4.812014714965689e-06
44442.526713836356,-2.0053416516674462e-05,-4.6746417162925874e-06
47092.958505833616,-1.948093323810744e-05,-4.541190430640383e-06
49901.45486353981,-1.892479316489729e-05,-4.411548901269641e-06
52877.44232907843,-1.8384529732567218e-05,-4.2856083675726735e-06
56030.90961798617,-1.7859689696084582e-05,-4.163263173830638e-06
59372.441145710975,-1.7349832749618506e-05,-4.044410680575432e-06
62913.25255353957,-1.6854531157152595e-05,-3.928951178482008e-06
66665.22835319501,-1.6373369393642943e-05,-3.816787804718896e-06
70640.9618164559,-1.590594379642027e-05,-3.7078264616867384e-06
74853.79724368441,-1.5451862226543844e-05,-3.601975738076677e-06
79317.87475313466,-1.5010743739823026e-05,-3.499146832182343e-06
84048.17774137396,-1.4582218267230469e-05,-3.3992534774011513e-06
89060.58317411506,-1.4165926304438866e-05,-3.3022118698623648e-06
94371.91487625704,-1.3761518610220746e-05,-3.2079405981212226e-06
100000.0,-1.3368655913458353e-05,-3.1163605748601677e-06
